case_id	test_name	observed_verdict	observed_first_finding	observed_position	observed_by	commit
M14.K6.EndMismatch.marker_scan	src/eval/journal/candidate_checks_live_test.ail:m14_k6_marker_scan	diverged	K6:ExhaustedMarker	call:3	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.K7.ChainMismatch.seed	src/eval/journal/candidate_checks_live_test.ail:m14_k7_seed_chain	diverged	K7:SeedDigestDiffers	snapshot:12	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.K7.ChainMismatch.append	src/eval/journal/candidate_checks_live_test.ail:m14_k7_append_chain	diverged	K7:ChainDiffers	snapshot:14	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.regression_diagnostic_only	src/eval/journal/candidate_checks_live_test.ail:m14_regression_diagnostic_only	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.pure.K2.positions	src/eval/journal/candidate_checks.ail:test_m14_k2_positions	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.pure.K4.family_record	src/eval/journal/candidate_checks.ail:test_m14_k4_family_record	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.pure.K4.census_record	src/eval/journal/candidate_checks.ail:test_m14_k4_census_record	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.pure.refused_arm	src/eval/journal/candidate_checks.ail:test_m14_refused_arm	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.clean.candidate	scripts/eval/test_candidate.py:test_m15_clean_candidate_reproduced	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.InadmissibleCandidate.path	scripts/eval/test_candidate.py:test_m15_inadmissible_path_diverges_k2	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.InadmissibleCandidate.intent	scripts/eval/test_candidate.py:test_m15_inadmissible_intent_diverges_k2	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.InadmissibleCandidate.digest_function_only	scripts/eval/test_candidate.py:test_m15_digest_function_only_diverges_k7	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.InadmissibleCandidate.digest_function_only.intent	scripts/eval/test_candidate.py:test_m15_digest_function_only_intent_diverges_k7	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.EvaluatorTouched	scripts/eval/test_candidate.py:test_m15_evaluator_touched_diverges_k2	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.ProtectedRegionTouched.fixture_comment_only	scripts/eval/test_candidate.py:test_m15_protected_region_comment_only_now_refused	refused	ProtectedRegionTouched:changed:has_key	aggregate:refusal	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.ProtectedRegionTouched	scripts/eval/test_candidate.py:test_m15_protected_region_search_diverges_k2	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.DuplicateOrAmbiguousCallId.runner	scripts/eval/test_candidate.py:test_m15_admission_through_runner[swap]	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M15.clean.m2.runner	scripts/eval/test_candidate.py:test_m15_admission_through_runner[clean_m2]	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.decide.k0_first	scripts/eval/test_candidate.py:test_m13_decide_k0_first_then_the_k_verdict	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M13.verdict_triple	scripts/eval/test_candidate.py:test_m13_verdict_triple	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.post_run_change	scripts/eval/test_candidate.py:test_m9_a9b_post_run_change_is_a_finding	refused	A9b:IdentitiesChangedDuringRun	aggregate:provenance	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M9.A9b.post_run_unchanged	scripts/eval/test_candidate.py:test_m9_a9b_post_run_unchanged_twin	pass	-	aggregate:provenance	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M11.live.a8_evaluate_violation_first	src/eval/journal/witness_live_test.ail:m11_a8_evaluate_violation_first	refused	A8:journal-payload-disagrees	aggregate:invariants:emission-parity	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
M14.entry_records.round_trip	src/eval/journal/candidate_checks_live_test.ail:m14_entry_records_round_trip	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
MX.observation_rules	scripts/eval/test_candidate.py:test_eval_matrix_observation_rules	pass	-	aggregate:matrix	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r1.collector	scripts/eval/test_candidate.py:test_p23_r1_collector_against_a_revision	pass	-	aggregate:p23r1	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r4.corpus_root	scripts/eval/test_candidate.py:test_p23_r4_requires_absolute_corpus_root_outside_a	pass	-	aggregate:p23r4	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.c1.out_modes	scripts/eval/test_candidate.py:test_p23_c1_out_modes_and_stat	pass	-	aggregate:p23c1	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.c3.dir_evaluator	scripts/eval/test_candidate.py:test_p23_c3_dir_evaluator_needs_synthetic	pass	-	aggregate:p23c3	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r6.d1_classes	scripts/eval/test_candidate.py:test_p23_r6_d1_classes_through_shell	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r2.mut4_stale_comparators	scripts/eval/test_candidate.py:test_p23_mut4_prefetch_catches_stale_comparators	pass	-	aggregate:p23mut4	record	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r2.mut5_env_poison	scripts/eval/test_candidate.py:test_p23_mut5_env_poison_refused_before_run	fail	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r3.entry_name	scripts/eval/journal_replay.ail:test_p23_entry_name	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.c4.end_refuse_closed	scripts/eval/journal_replay.ail:test_p23_end_refuse_closed	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r4.corpus_root_unit	scripts/eval/journal_replay.ail:test_p23_corpus_root	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r5.selector_split	scripts/eval/journal_replay.ail:test_p23_selector_split	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.c6.decoder_mpc	src/eval/journal/admission.ail:test_m9_decoders	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.m12.recorded_env	src/eval/journal/scan.ail:test_m12_entry_layout	pass	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
P2.3R.r2.scan_entry_layout	src/eval/journal/scan_live_test.ail:m12_entry_scan_refused	missing	(asserted)	(asserted)	assertion	562acadc3fa7a1b6db114526060ba292a6afc1ef
